2024-03-03T12:52:45.260537 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$CDACK,34,0*79
2024-03-03T12:52:45.260623 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$CDACK,103*50
2024-03-03T12:52:45.260665 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$CDACK,105*56
2024-03-03T12:52:45.294854 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$PMTK011,MTKGPS*08
2024-03-03T12:52:46.042441 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$PMTK010,001*2E
2024-03-03T12:52:46.042495 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$PMTK011,MTKGPS*08
2024-03-03T12:52:46.073347 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$PMTK010,002*2D
2024-03-03T12:52:46.073387 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNGGA,235943.098,,,,,0,0,,,M,,M,,*5D
2024-03-03T12:52:46.107819 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GPGSA,A,1,,,,,,,,,,,,,,,*1E
2024-03-03T12:52:46.142379 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GLGSA,A,1,,,,,,,,,,,,,,,*02
2024-03-03T12:52:46.173808 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNRMC,235943.098,V,,,,,0.00,0.00,050180,,,N*54
2024-03-03T12:52:46.242451 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNVTG,0.00,T,,M,0.00,N,0.00,K,N*2C
2024-03-03T12:52:47.078472 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNGGA,235944.097,,,,,0,0,,,M,,M,,*55
2024-03-03T12:52:47.112843 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GPGSA,A,1,,,,,,,,,,,,,,,*1E
2024-03-03T12:52:47.147391 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GLGSA,A,1,,,,,,,,,,,,,,,*02
2024-03-03T12:52:47.178446 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNRMC,235944.097,V,,,,,0.00,0.00,050180,,,N*5C
2024-03-03T12:52:47.247424 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNVTG,0.00,T,,M,0.00,N,0.00,K,N*2C
2024-03-03T12:52:48.089504 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNGGA,235945.097,,,,,0,0,,,M,,M,,*54
2024-03-03T12:52:48.120385 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GPGSA,A,1,,,,,,,,,,,,,,,*1E
2024-03-03T12:52:48.154764 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GLGSA,A,1,,,,,,,,,,,,,,,*02
2024-03-03T12:52:48.189360 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNRMC,235945.097,V,,,,,0.00,0.00,050180,,,N*5D
2024-03-03T12:52:48.220460 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNVTG,0.00,T,,M,0.00,N,0.00,K,N*2C
2024-03-03T12:52:49.095406 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNGGA,235946.097,,,,,0,0,,,M,,M,,*57
2024-03-03T12:52:49.129758 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GPGSA,A,1,,,,,,,,,,,,,,,*1E
2024-03-03T12:52:49.160790 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GLGSA,A,1,,,,,,,,,,,,,,,*02
2024-03-03T12:52:49.195348 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNRMC,235946.097,V,,,,,0.00,0.00,050180,,,N*5E
2024-03-03T12:52:49.229806 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNVTG,0.00,T,,M,0.00,N,0.00,K,N*2C
2024-03-03T12:52:50.071942 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNGGA,235947.097,,,,,0,0,,,M,,M,,*56
2024-03-03T12:52:50.136304 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GPGSA,A,1,,,,,,,,,,,,,,,*1E
2024-03-03T12:52:50.170726 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GLGSA,A,1,,,,,,,,,,,,,,,*02
2024-03-03T12:52:50.170807 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GPGSV,1,1,00*79
2024-03-03T12:52:50.205388 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GLGSV,1,1,00*65
2024-03-03T12:52:50.236351 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNRMC,235947.097,V,,,,,0.00,0.00,050180,,,N*5F
2024-03-03T12:52:50.270696 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNVTG,0.00,T,,M,0.00,N,0.00,K,N*2C
2024-03-03T12:52:50.305350 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$PMTK705,AXN_5.1.6_3333_18041700,0005,1616D,1.0*6F
2024-03-03T12:52:51.084848 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNGGA,235948.097,,,,,0,0,,,M,,M,,*59
2024-03-03T12:52:51.116374 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GPGSA,A,1,,,,,,,,,,,,,,,*1E
2024-03-03T12:52:51.150325 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GLGSA,A,1,,,,,,,,,,,,,,,*02
2024-03-03T12:52:51.184786 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNRMC,235948.097,V,,,,,0.00,0.00,050180,,,N*50
2024-03-03T12:52:51.250345 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNVTG,0.00,T,,M,0.00,N,0.00,K,N*2C
2024-03-03T12:52:52.092375 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNGGA,235949.097,,,,,0,0,,,M,,M,,*58
2024-03-03T12:52:52.126328 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GPGSA,A,1,,,,,,,,,,,,,,,*1E
2024-03-03T12:52:52.157722 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GLGSA,A,1,,,,,,,,,,,,,,,*02
2024-03-03T12:52:52.192348 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNRMC,235949.097,V,,,,,0.00,0.00,050180,,,N*51
2024-03-03T12:52:52.226757 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNVTG,0.00,T,,M,0.00,N,0.00,K,N*2C
2024-03-03T12:52:53.066752 ,AXN_5.1.6_3333_18041700,0005,FW786786,SW156523,$GNGGA,235950.098,,,,,0,0,,,M,,M,,*5F
